source_sheet,fund_type,source_row,branch_text,row_values
EV. FUND,EVANGELICAL,17,zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2,14 | Achimota | zone 2 | 79 | 79 | 14.0 | Achimota | zone 2 | 94 | 94 | 14.0 | Achimota | zone 2 | 40 | 40 | 14.0 | Achimota | zone 2 | 35 | 35 | Achimota | zone 2 | 39 | 39 | Achimota | zone 2 | 78 | 78 | Achimota | zone 2 | 34 | 34 | Achimota | zone 2 | 53 | 45 | 98 | Achimota | zone 2 | 77 | 64 | 141 | Achimota | zone 2 | 49 | 49 | 98 | Achimota | zone 2 | 59 | 59 | Achimota | zone 2 | 0
EV. FUND,EVANGELICAL,22,Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease,17 | Nyenkyerenease | 20 | 20 | 40 | 17.0 | Nyenkyerenease | 0 | 17.0 | Nyenkyerenease | 0 | 17.0 | Nyenkyerenease | 48 | 48 | Nyenkyerenease | 40 | 40 | Nyenkyerenease | 50 | 50 | Nyenkyerenease | 0 | Nyenkyerenease | 0 | Nyenkyerenease | 0 | Nyenkyerenease | 0 | Nyenkyerenease | 40 | 40 | Nyenkyerenease | 0
EV. FUND,EVANGELICAL,23,Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo,18 | Konongo | 14 | 14 | 18.0 | Konongo | 29 | 29 | 18.0 | Konongo | 0 | 18.0 | Konongo | 10 | 10 | 10 | 30 | Konongo | 21 | 21 | Konongo | 10 | 10 | Konongo | 20 | 20 | Konongo | 30 | 15 | 45 | Konongo | 14 | 15 | 29 | Konongo | 25 | 15 | 40 | Konongo | 14 | 14 | 28 | Konongo | 0
EV. FUND,EVANGELICAL,24,Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani,19 | Sunyani | 0 | 19.0 | Sunyani | 0 | 19.0 | Sunyani | 0 | 19.0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0
EV. FUND,EVANGELICAL,33,Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A,26 | Coaltar | zone A | 60 | 45 | 34 | 139 | 26.0 | Coaltar | zone A | 33 | 30 | 40 | 103 | 26.0 | Coaltar | zone A | 21 | 25 | 46 | 26.0 | Coaltar | zone A | 59 | 24 | 24 | 107 | Coaltar | zone A | 25 | 25 | Coaltar | zone A | 54 | 54 | Coaltar | zone A | 29 | 37 | 39 | 105 | Coaltar | zone A | 41 | 32 | 29 | 102 | Coaltar | zone A | 40 | 26 | 49 | 40 | 155 | Coaltar | zone A | 43 | 56 | 99 | Coaltar | zone A | 56 | 25 | 81 | Coaltar | zone A | 49 | 32 | 85 | 71 | 237
EV. FUND,EVANGELICAL,34,Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A,27 | Tumfa | Zone A | 10 | 10 | 27.0 | Tumfa | Zone A | 12.8 | 12.8 | 27.0 | Tumfa | Zone A | 28 | 28 | 27.0 | Tumfa | Zone A | 38 | 38 | Tumfa | Zone A | 26 | 10 | 9 | 45 | Tumfa | Zone A | 19 | 34 | 53 | Tumfa | Zone A | 16 | 16 | Tumfa | Zone A | 23 | 23 | Tumfa | Zone A | 32 | 32 | Tumfa | Zone A | 20 | 21 | 41 | Tumfa | Zone A | 0 | Tumfa | Zone A | 81 | 24 | 12 | 20 | 29 | 166
EV. FUND,EVANGELICAL,35,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,28 | Otoase | zone A | 134 | 20 | 25 | 179 | 28.0 | Otoase | zone A | 30.5 | 29.5 | 60 | 28.0 | Otoase | zone A | 20 | 20 | 40 | 28.0 | Otoase | zone A | 24 | 29 | 53 | Otoase | zone A | 25 | 29 | 54 | Otoase | zone A | 20 | 29 | 49 | Otoase | zone A | 29 | 29 | Otoase | zone A | 29 | 39 | 68 | Otoase | zone A | 39 | 39 | 39 | 117 | Otoase | zone A | 59 | 49 | 59 | 167 | Otoase | zone A | 60 | 60 | Otoase | zone A | 74 | 29 | 30 | 133
EV. FUND,EVANGELICAL,36,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,29 | Nsawam | zone A | 30 | 30 | 29.0 | Nsawam | zone A | 25 | 29.5 | 54.5 | 29.0 | Nsawam | zone A | 0 | 29.0 | Nsawam | zone A | 30 | 20 | 20 | 25 | 95 | Nsawam | zone A | 20.5 | 20 | 40.5 | Nsawam | zone A | 29 | 24 | 53 | Nsawam | zone A | 20 | 21 | 29 | 70 | Nsawam | zone A | 33 | 29 | 62 | Nsawam | zone A | 24 | 29 | 29 | 82 | Nsawam | zone A | 24 | 24 | Nsawam | zone A | 39 | 29 | 68 | Nsawam | zone A | 24 | 34 | 29 | 87
EV. FUND,EVANGELICAL,37,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,30 | Suhum | zone A | 50 | 20 | 70 | 30.0 | Suhum | zone A | 20 | 20 | 30.0 | Suhum | zone A | 20 | 20 | 30.0 | Suhum | zone A | 29 | 29 | Suhum | zone A | 20 | 20 | 40 | Suhum | zone A | 20 | 20 | Suhum | zone A | 29 | 29 | 58 | Suhum | zone A | 29 | 20 | 49 | Suhum | zone A | 29 | 29 | 29 | 87 | Suhum | zone A | 59 | 59 | Suhum | zone A | 30 | 30 | Suhum | zone A | 30 | 39 | 30 | 99
EV. FUND,EVANGELICAL,38,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,31 | Asamankese | zone A | 0 | 31.0 | Asamankese | zone A | 0 | 31.0 | Asamankese | zone A | 0 | 31.0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0
EV. FUND,EVANGELICAL,39,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,32 | Marfo | zone A | 50 | 50 | 32.0 | Marfo | zone A | 29.5 | 29.5 | 32.0 | Marfo | zone A | 42 | 42 | 32.0 | Marfo | zone A | 94 | 94 | Marfo | zone A | 59 | 59 | Marfo | zone A | 0 | Marfo | zone A | 58 | 30 | 29 | 117 | Marfo | zone A | 0 | Marfo | zone A | 33 | 33 | 33 | 99 | Marfo | zone A | 0 | Marfo | zone A | 40 | 39 | 39 | 118 | Marfo | zone A | 40 | 34 | 30 | 104
EV. FUND,EVANGELICAL,40,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,33 | Amfaso | zone A | 35 | 15 | 50 | 33.0 | Amfaso | zone A | 15 | 15 | 10 | 34 | 74 | 33.0 | Anfaso | zone A | 10 | 10 | 33.0 | Anfaso | zone A | 24 | 11 | 35 | Anfaso | zone A | 39 | 39 | Anfaso | zone A | 29 | 15 | 44 | Anfaso | zone A | 10 | 10 | 20 | 40 | Anfaso | zone A | 10 | 14 | 24 | Anfaso | zone A | 14 | 15 | 10 | 10 | 49 | Anfaso | zone A | 15 | 15 | Anfaso | zone A | 0 | Anfaso | zone A | 30 | 30 | 60
EV. FUND,EVANGELICAL,41,Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A,34 | Adeiso | Zone A | 0 | 34.0 | Adeiso | Zone A | 30 | 20 | 50 | 34.0 | Adeiso | Zone A | 20 | 20 | 34.0 | Adeiso | Zone A | 30 | 30 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0 | Adeiso | Zone A | 39 | 39 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0
EV. FUND,EVANGELICAL,42,Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A,35 | Koforidua | zone A | 316 | 70 | 69 | 112 | 567 | 35.0 | Koforidua | zone A | 105 | 50 | 50 | 205 | 35.0 | Koforidua | zone A | 55 | 72 | 127 | 35.0 | Koforidua | zone A | 128 | 47 | 67 | 30 | 40 | 312 | Koforidua | zone A | 35 | 64 | 46 | 57 | 202 | Koforidua | zone A | 74 | 94 | 60 | 42 | 270 | Koforidua | zone A | 62 | 73 | 86 | 51 | 272 | Koforidua | zone A | 62 | 75 | 57 | 194 | Koforidua | zone A | 68 | 62 | 82 | 212 | Koforidua | zone A | 61 | 86 | 93 | 240 | Koforidua | zone A | 62 | 65 | 65 | 66 | 258 | Koforidua | zone A | 60 | 71 | 64 | 76 | 271
EV. FUND,EVANGELICAL,43,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,36 | Effiduase | zone A | 42 | 40 | 82 | 36.0 | Effiduase | zone A | 20 | 50 | 39 | 109 | 36.0 | Effiduase | zone A | 33 | 30 | 30 | 93 | 36.0 | Effiduase | zone A | 84 | 39 | 123 | Effiduase | zone A | 50 | 42 | 92 | Effiduase | zone A | 54 | 30 | 35 | 34 | 153 | Effiduase | zone A | 52 | 50 | 78 | 180 | Effiduase | zone A | 119 | 70 | 79 | 268 | Effiduase | zone A | 59 | 49 | 49 | 157 | Effiduase | zone A | 63 | 40 | 79 | 182 | Effiduase | zone A | 109 | 75 | 70 | 254 | Effiduase | zone A | 49 | 54 | 39 | 75 | 217
EV. FUND,EVANGELICAL,44,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,37 | Owuram | zone A | 0 | 37.0 | Owuram | zone A | 0 | 37.0 | Owuram | zone A | 0 | 37.0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0
EV. FUND,EVANGELICAL,45,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,38 | Amanase | zone A | 0 | 38.0 | Amanase | zone A | 0 | 38.0 | Amanase | zone A | 75 | 20 | 95 | 38.0 | Amanase | zone A | 20 | 20 | 26 | 66 | Amanase | zone A | 21 | 28 | 24 | 73 | Amanase | zone A | 18 | 19 | 37 | Amanase | zone A | 18 | 22 | 19 | 59 | Amanase | zone A | 26 | 20 | 23 | 69 | Amanase | zone A | 19 | 24 | 43 | 86 | Amanase | zone A | 26 | 22 | 48 | Amanase | zone A | 16 | 20 | 19 | 55 | Amanase | zone A | 16 | 26 | 33 | 28 | 103
EV. FUND,EVANGELICAL,46,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,39 | Gyamase | zone B | 20 | 25 | 9 | 14 | 68 | 39.0 | Gyamase | zone B | 15 | 10.5 | 25.5 | 39.0 | Gyamase | zone B | 15.5 | 15 | 30.5 | 39.0 | Gyamase | zone B | 13 | 25 | 12 | 50 | Gyamase | zone B | 32 | 14 | 15 | 61 | Gyamase | zone B | 10 | 12 | 22 | Gyamase | zone B | 15 | 30 | 45 | Gyamase | zone B | 27 | 12 | 15 | 15 | 69 | Gyamase | zone B | 20 | 10 | 15 | 45 | Gyamase | zone B | 20 | 17 | 15 | 52 | Gyamase | zone B | 25 | 15 | 14 | 54 | Gyamase | zone B | 35 | 20 | 22 | 15 | 35 | 127
EV. FUND,EVANGELICAL,47,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,40 | Ayirebi | zone B | 0 | 40.0 | Ayirebi | zone B | 0 | 40.0 | Ayirebi | zone B | 0 | 40.0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0
EV. FUND,EVANGELICAL,48,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,41 | Anamase | zone B | 0 | 41.0 | Anamase | zone B | 0 | 41.0 | Anamase | zone B | 0 | 41.0 | Anamase | zone B | 20 | 20 | Anamase | zone B | 0 | Anamase | zone B | 10 | 10 | Anamase | zone B | 0 | Anamase | zone B | 0 | Anamase | zone B | 0 | Anamase | zone B | 0 | Anamase | zone B | 0 | Anamase | zone B | 0
EV. FUND,EVANGELICAL,49,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,42 | Anyinase | zone B | 7 | 7 | 14 | 42.0 | Anyinase | zone B | 10 | 10 | 42.0 | Anyinase | zone B | 20 | 20 | 42.0 | Anyinase | zone B | 0 | Anyinase | zone B | 30 | 30 | Anyinase | zone B | 0 | Anyinase | zone B | 0 | Anyinase | zone B | 0 | Anyinase | zone B | 0 | Anyinase | zone B | 161 | 161 | Anyinase | zone B | 50 | 50 | Anyinase | zone B | 59 | 59
EV. FUND,EVANGELICAL,50,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,43 | Akwasiho | zone B | 55 | 55 | 43.0 | Akwasiho | zone B | 43.5 | 12 | 15 | 13 | 83.5 | 43.0 | Akwasiho | zone B | 12 | 15 | 20 | 10 | 10 | 67 | 43.0 | Akwasiho | zone B | 49 | 20 | 69 | Akwasiho | zone B | 15 | 20 | 35 | Akwasiho | zone B | 59 | 59 | Akwasiho | zone B | 20 | 14 | 34 | Akwasiho | zone B | 0 | Akwasiho | zone B | 59 | 59 | Akwasiho | zone B | 0 | Akwasiho | zone B | 75 | 70 | 72 | 80 | 297 | Akwasiho | zone B | 20 | 20 | 20 | 20 | 80
EV. FUND,EVANGELICAL,51,Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B,44 | Nkawkaw | zone B | 89 | 89 | 44.0 | Nkawkaw | zone B | 49.5 | 49.5 | 44.0 | Nkawkaw | zone B | 50 | 59 | 60 | 169 | 44.0 | Nkawkaw | zone B | 109 | 59 | 168 | Nkawkaw | zone B | 59 | 59 | Nkawkaw | zone B | 39 | 80 | 54 | 173 | Nkawkaw | zone B | 69 | 69 | 138 | Nkawkaw | zone B | 63 | 63 | Nkawkaw | zone B | 89 | 89 | Nkawkaw | zone B | 79 | 79 | 79 | 237 | Nkawkaw | zone B | 80 | 80 | Nkawkaw | zone B | 0
EV. FUND,EVANGELICAL,52,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,45 | Akim Oda | zone B | 29.5 | 29.5 | 45.0 | Akim Oda | zone B | 30 | 30 | 45.0 | Akim Oda | zone B | 20.5 | 20 | 40.5 | 45.0 | Akim Oda | zone B | 20 | 20 | Akim Oda | zone B | 20 | 20 | Akim Oda | zone B | 20 | 20 | Akim Oda | zone B | 20 | 20 | Akim Oda | zone B | 0 | Akim Oda | zone B | 0 | Akim Oda | zone B | 0 | Akim Oda | zone B | 20 | 20 | Akim Oda | zone B | 20 | 20
EV. FUND,EVANGELICAL,59,Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi,50 | Takoradi | 0 | 50.0 | Takoradi | 239 | 239 | 50.0 | Takoradi | 62 | 52 | 51 | 40 | 205 | 50.0 | Takoradi | 47 | 50 | 97 | Takoradi | 175 | 175 | Takoradi | 53 | 54 | 53 | 48 | 208 | Takoradi | 52 | 49 | 101 | Takoradi | 51 | 47 | 50 | 54 | 202 | Takoradi | 49 | 41 | 50 | 140 | Takoradi | 59 | 47 | 40 | 59 | 205 | Takoradi | 54 | 69 | 50 | 173 | Takoradi | 59 | 59 | 61 | 179
EV. FUND,EVANGELICAL,63,Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q,54 | Sowutuom- H/Q | 304 | 342 | 646 | 54.0 | Sowutuom- H/Q | 345 | 253 | 395 | 993 | 54.0 | Sowutuom- H/Q | 252 | 247 | 301 | 800 | 54.0 | Sowutuom- H/Q | 302 | 339 | 307 | 948 | Sowutuom- H/Q | 255 | 387 | 275 | 917 | Sowutuom- H/Q | 161 | 282 | 328 | 771 | Sowutuom- H/Q | 422 | 304 | 329 | 1055 | Sowutuom- H/Q | 304 | 288 | 338 | 930 | Sowutuom- H/Q | 265 | 312 | 354 | 252 | 1183 | Sowutuom- H/Q | 320 | 343 | 329 | 992 | Sowutuom- H/Q | 335 | 279 | 614 | Sowutuom- H/Q | 312 | 330 | 383 | 1025
EV. FUND,EVANGELICAL,65,GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1,GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 200 | 200 | GT. Accra zone 1 | 0
EV. FUND,EVANGELICAL,66,GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2,GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0
EV. FUND,EVANGELICAL,67,Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A,Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0
EV. FUND,EVANGELICAL,68,Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B,Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0
EV. FUND,EVANGELICAL,81,Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch,Region / Branch | JANUARY | Region / Branch | FEBRUARY | Region / Branch | MARCH | Region / Branch | APRIL | Region / Branch | MAY | Region / Branch | JUNE | Region / Branch | JULY | Region / Branch | AUGUST | Region / Branch | SEPTEMBER | Region / Branch | OCTOBER | Region / Branch | NOVEMBER | Region / Branch | DECEMBER
EV. FUND,EVANGELICAL,82,Zone | Zone | Zone | Zone | Zone | Zone | Zone | Zone | Zone | Zone | Zone | Zone,Greater Accra | Zone | 5th | 12th | 19th | 26th | TOTAL | Greater Accra | Zone | 2nd | 9th | 16 | 23 | TOTAL | Greater Accra | Zone | 2nd | 9TH | 16TH | 23rd | 30th | TOTAL | Greater Accra | Zone | 6th | 13th | 20th | 27th | TOTAL | Greater Accra | Zone | 4th | 11th | 18th | 25th | TOTAL | Greater Accra | Zone | 1st | 8th | 15th | 22nd | 29th | Greater Accra | Zone | 6TH | 13TH | 20TH | 27TH | TOTAL | Greater Accra | Zone | 3RD | 10TH | 17th | 24th | 31st | TOTAL | Greater Accra | Zone | 7TH | 14TH | 21ST | 28TH | TOTAL | Greater Accra | Zone | 5th | 12th | 19th | 26th | TOTAL | Greater Accra | Zone | 2nd | 9th | 16th | 23rd | 30th | TOTAL | Greater Accra | Zone | 7th | 14th | 21st | 28th | TOTAL
EV. FUND,EVANGELICAL,83,zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1,1 | Accra Newtown | zone 1 | 145 | 155 | 300 | 1.0 | Accra Newtown | zone 1 | 80 | 130 | 210 | 1.0 | Accra Newtown | zone 1 | 100 | 500 | 600 | 1.0 | Accra Newtown | zone 1 | 125 | 125 | Accra Newtown | zone 1 | 75 | 100 | 175 | Accra Newtown | zone 1 | 95 | 80 | 110 | 285.0 | Accra Newtown | zone 1 | 100 | 100 | 200 | Accra Newtown | zone 1 | 200 | 200 | Accra Newtown | zone 1 | 100 | 200 | 300 | Accra Newtown | zone 1 | 150 | 257 | 407 | Accra Newtown | zone 1 | 165 | 165 | Accra Newtown | zone 1 | 100 | 130 | 230
EV. FUND,EVANGELICAL,84,Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1,2 | Kasoa | zone 1 | 0 | 2.0 | Kasoa | zone 1 | 49 | 49 | 2.0 | Kasoa | zone 1 | 334 | 334 | 2.0 | Kasoa | zone 1 | 0 | Kasoa | zone 1 | 150 | 150 | Kasoa | zone 1 | 75 | 170 | 245.0 | Kasoa | zone 1 | 60 | 60 | Kasoa | zone 1 | 125 | 125 | Kasoa | zone 1 | 0 | Kasoa | zone 1 | 0 | Kasoa | zone 1 | 182 | 182 | Kasoa | zone 1 | 100 | 100
EV. FUND,EVANGELICAL,85,zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1,3 | Sapeiman | zone 1 | 0 | 3.0 | Sapeiman | zone 1 | 40 | 49 | 89 | 3.0 | Sapeiman | zone 1 | 60 | 129 | 189 | 3.0 | Sapeiman | zone 1 | 30 | 49 | 79 | Sapeiman | zone 1 | 0 | Sapeiman | zone 1 | 28 | 28.0 | Sapeiman | zone 1 | 49 | 49 | Sapeiman | zone 1 | 50 | 50 | Sapeiman | zone 1 | 49 | 40 | 89 | Sapeiman | zone 1 | 49 | 49 | Sapeiman | zone 1 | 40 | 34 | 74 | Sapeiman | zone 1 | 0
EV. FUND,EVANGELICAL,86,zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1,4 | Oshuiman | zone 1 | 29 | 29 | 4.0 | Oshuiman | zone 1 | 30 | 30 | 4.0 | Oshuiman | zone 1 | 29 | 29 | 150 | 208 | 4.0 | Oshuiman | zone 1 | 29 | 29 | Oshuiman | zone 1 | 29 | 29 | Oshuiman | zone 1 | 29 | 29 | 58.0 | Oshuiman | zone 1 | 29 | 29 | Oshuiman | zone 1 | 39 | 29 | 68 | Oshuiman | zone 1 | 29 | 29 | Oshuiman | zone 1 | 39 | 39 | Oshuiman | zone 1 | 0 | Oshuiman | zone 1 | 39 | 39
EV. FUND,EVANGELICAL,87,Taifa | zone 1 | Taifa | zone 1 | Taifa | zone 1 | Taifa | zone 1 | Taifa | zone 1 | Taifa | zone 1 | Taifa | zone 1 | Taifa | zone 1 | Taifa | zone 1 | Taifa | zone 1 | Taifa | zone 1 | Taifa | zone 1,5 | Taifa | zone 1 | 0 | 5.0 | Taifa | zone 1 | 40 | 40 | 5.0 | Taifa | zone 1 | 20 | 30 | 50 | 5.0 | Taifa | zone 1 | 0 | Taifa | zone 1 | 35 | 35 | Taifa | zone 1 | 0.0 | Taifa | zone 1 | 30 | 30 | Taifa | zone 1 | 30 | 30 | Taifa | zone 1 | 20 | 20 | Taifa | zone 1 | 0 | Taifa | zone 1 | 70 | 70 | Taifa | zone 1 | 60 | 64 | 61 | 185
EV. FUND,EVANGELICAL,88,Nyanyano | zone 1 | Nyanyano | zone 1 | Nyanyano | zone 1 | Nyanyano | zone 1 | Nyanyano | zone 1 | Nyanyano | zone 1 | Nyanyano | zone 1 | Nyanyano | zone 1 | Nyanyano | zone 1 | Nyanyano | zone 1 | Nyanyano | zone 1 | Nyanyano | zone 1,6 | Nyanyano | zone 1 | 20 | 20 | 6.0 | Nyanyano | zone 1 | 20 | 20 | 6.0 | Nyanyano | zone 1 | 21 | 20 | 20 | 61 | 6.0 | Nyanyano | zone 1 | 19 | 19 | Nyanyano | zone 1 | 20 | 20 | Nyanyano | zone 1 | 20 | 20 | 40.0 | Nyanyano | zone 1 | 21 | 21 | Nyanyano | zone 1 | 20 | 20 | Nyanyano | zone 1 | 20 | 20 | Nyanyano | zone 1 | 0 | Nyanyano | zone 1 | 24 | 25 | 49 | Nyanyano | zone 1 | 21 | 21
EV. FUND,EVANGELICAL,89,Teshie | zone2 | Teshie | zone2 | Teshie | zone2 | Teshie | zone2 | Teshie | zone2 | Teshie | zone2 | Teshie | zone2 | Teshie | zone2 | Teshie | zone2 | Teshie | zone2 | Teshie | zone2 | Teshie | zone2,7 | Teshie | zone2 | 0 | 7.0 | Teshie | zone2 | 0 | 7.0 | Teshie | zone2 | 20 | 25 | 45 | 7.0 | Teshie | zone2 | 0 | Teshie | zone2 | 55 | 55 | Teshie | zone2 | 30 | 30.0 | Teshie | zone2 | 30 | 30 | 60 | Teshie | zone2 | 0 | Teshie | zone2 | 24 | 24 | Teshie | zone2 | 100 | 100 | Teshie | zone2 | 30 | 30 | 60 | Teshie | zone2 | 0
